"screen_name","gender","user_followers_count","post_date","text","text_cleaned","polarity","tweet_length","relevance_score"
"Ricksanchezit","male",266,"2020-11-03T10:15:16Z","Joke aside ini yg kontra omnibus law cuma sebatas ini aja ","joke aside yg kontra omnibus law sebatas aja ","negative",11,0.10626715
"lalaki_langit83","female",449,"2020-11-03T10:16:28Z","Jika kedepan banyak terjadi konflik agraria  maka kita tahu siapa yang telah memulainya dengan tandatangannya     "," kedepan konflik agraria memulainya tandatangannya ","positive",17,0.00614118
"hellopyan","",320,"2020-11-03T10:15:09Z","Skandal Omnibus Law telah dimulai sejak deal deal pilpres 2019  percaya jokowi orang baik   kak    bangun    sadar   ","skandal omnibus law deal deal pilpres percaya jokowi orang kak bangun sadar ","positive",18,0.14595986
"EssaBisma_","male",7054,"2020-11-03T10:14:07Z","SKRIPSI AJA GA BOLEH TYPO PAAAK  Ini Undang undang loh paak     Yg terhormat bapak Presiden Jokowi","skripsi aja ga typo paaak undang undang loh paak yg terhormat presiden jokowi","negative",15,0.05060288
"mazzini_gsp","female",65643,"2020-11-03T10:16:23Z","Kalian terlalu sibuk sama Omnibus Law sampai lupa menyambut kepulangan Habib Rizieq Shihab dalam waktu dekat  "," sibuk omnibus law lupa menyambut kepulangan habib rizieq shihab ","positive",16,0.10774058
"yoursushimate","female",416,"2020-11-03T10:22:07Z","Kabar terbaru  Jokowi resmi menandatangani omnibus law UU Cipta Kerja pada Senin  2 11   Peraturan itu bernomor UU Nomor 11 Tahun 2020  Tebalnya 1 187 halaman ","kabar terbaru jokowi resmi menandatangani omnibus law uu cipta kerja senin peraturan bernomor uu nomor tebalnya halaman ","negative",21,0.22699871
"fadhl_ummu","female",33,"2020-11-03T10:22:08Z","Untuk mengurai masalah pengangguran  pemerintah mengesahkan kebijakan baru dalam Omnibus Law  UU Ciptaker  dengan tujuan agar kran investasi di Indonesia semakin terbuka lebar  Bagaimana tanggapan mahasiswa dan sarjana baru terkait kebijakan ini  Tonton di channel youtube MMC  "," mengurai pengangguran pemerintah mengesahkan kebijakan omnibus law uu ciptaker tujuan kran investasi indonesia terbuka lebar tanggapan mahasiswa sarjana terkait kebijakan tonton channel youtube mmc ","negative",37,0.13768162
"TTerbungkam","male",31,"2020-11-03T10:22:22Z","Untuk mengurai masalah pengangguran  pemerintah mengesahkan kebijakan baru dalam Omnibus Law  UU Ciptaker  dengan tujuan agar kran investasi di Indonesia semakin terbuka lebar  Bagaimana tanggapan mahasiswa dan sarjana baru terkait kebijakan ini  Tonton di channel youtube MMC  "," mengurai pengangguran pemerintah mengesahkan kebijakan omnibus law uu ciptaker tujuan kran investasi indonesia terbuka lebar tanggapan mahasiswa sarjana terkait kebijakan tonton channel youtube mmc ","negative",37,0.13768162
"Kambing81377273","male",40,"2020-11-03T10:22:19Z","Dana Trilunan habis buat cari presiden  hasilnya ini         Sekretaris Negara  Mensesneg   Pratikno  mengakui kekeliruan pada naskah  omnibus law  Undang Undang Cipta Kerja  UU Ciptaker  yang telah diteken Presiden RI Jokowi pada Senin  2 11  lalu  ","dana trilunan habis cari presiden hasilnya sekretaris negara mensesneg pratikno mengakui kekeliruan naskah omnibus law undang undang cipta kerja uu ciptaker diteken presiden ri jokowi senin ","positive",28,0.15503666
"Onoopo99763152","male",81,"2020-11-03T10:21:43Z","Dana Trilunan habis buat cari presiden  hasilnya ini         Sekretaris Negara  Mensesneg   Pratikno  mengakui kekeliruan pada naskah  omnibus law  Undang Undang Cipta Kerja  UU Ciptaker  yang telah diteken Presiden RI Jokowi pada Senin  2 11  lalu  ","dana trilunan habis cari presiden hasilnya sekretaris negara mensesneg pratikno mengakui kekeliruan naskah omnibus law undang undang cipta kerja uu ciptaker diteken presiden ri jokowi senin ","positive",28,0.15503666
"kemitris","male",441,"2020-11-03T10:21:59Z","  BILA DEMONSTRASI BUKAN LAGI BAHASA DEMOKRASI BAGI REZIM INI  maka NKRI mau kemana  Omnibus Law telah ditandatangani presiden 02 Nopember 2020 semalam "," demonstrasi bahasa demokrasi rezim nkri kemana omnibus law ditandatangani presiden nopember semalam ","positive",22,0.12473568
"yogurdgranola","male",26,"2020-11-03T10:21:34Z"," Kerja  kerja  kerja  manifested"," kerja kerja kerja manifested","negative",4,0.10177938
"barnabasburn","male",374,"2020-11-03T10:23:59Z","Dana Trilunan habis buat cari presiden  hasilnya ini         Sekretaris Negara  Mensesneg   Pratikno  mengakui kekeliruan pada naskah  omnibus law  Undang Undang Cipta Kerja  UU Ciptaker  yang telah diteken Presiden RI Jokowi pada Senin  2 11  lalu  ","dana trilunan habis cari presiden hasilnya sekretaris negara mensesneg pratikno mengakui kekeliruan naskah omnibus law undang undang cipta kerja uu ciptaker diteken presiden ri jokowi senin ","positive",28,0.15503666
"CHai_dicky1","male",2115,"2020-11-03T10:24:04Z","1  Pakar hukum tata negara  Prof  Romli Atmasasita menyambut baik lahirnya Omnibus Law UU Cipta Kerja Kalahkan Kovid"," pakar hukum tata negara prof romli atmasasita menyambut lahirnya omnibus law uu cipta kerja kalahkan kovid","positive",19,0.19579788
"Cahkuwut","male",926,"2020-11-03T10:22:38Z","Mantab pak  menilai kestabilan polkam mrpk hal yg penting bg pr pengusaha   Maka hari2 ini pr pelaku ekonomi akan mengamati dg saksama  sbrp jauh pemerintah menjamin trciptanya kestabilan masy   Kalahkan Kovid","mantab menilai kestabilan polkam mrpk yg bg pr pengusaha pr pelaku ekonomi mengamati dg saksama sbrp pemerintah menjamin trciptanya kestabilan masy kalahkan kovid","positive",34,0.03111078
"guhendulenlove","male",456,"2020-11-03T10:23:21Z","Profesor Romli Atmasasita justru menyambut baik lahirnya Omnibus Law UU Cipta Kerja  UU sapu jagat tsb justru akan memutus mata rantai mafia dan praktik KKN  Dan setuju jika pemerintah sdh berani mengambil keputusan tsb   Kalahkan Kovid ","profesor romli atmasasita menyambut lahirnya omnibus law uu cipta kerja uu sapu jagat tsb memutus mata rantai mafia praktik kkn setuju pemerintah sdh berani mengambil keputusan tsb kalahkan kovid ","positive",39,0.19268229
"diptilldeep","female",119,"2020-11-03T10:24:08Z","demo apa aja sih  kedubes prancis  omnibus law  aksi selasaan  coba sebutin apalagi dah  nanti kalo nyampe sekolah  berita2 gt diblok    emg dah beda level ya kalo udh aparat negara    ","demo aja sih kedubes prancis omnibus law aksi selasaan coba sebutin dah kalo nyampe sekolah berita gt diblok emg dah beda level ya kalo udh aparat negara ","negative",30,0.11790839
"wahyujoehidayat","male",1560,"2020-11-03T10:23:00Z","Mantan Menteri BUMN  Dahlan Iskan  menilai para pengusaha umumnya terkejut oleh keberanian pemerintah mengajukan  RUU Cipta Kerja  Kalahkan Kovid ","mantan menteri bumn dahlan iskan menilai pengusaha terkejut keberanian pemerintah mengajukan ruu cipta kerja kalahkan kovid ","positive",18,0.08376073
"cuma_dagang","female",50,"2020-11-03T10:24:51Z","Direktur Pusat Studi Konstitusi Fakultas Hukum Universitas Andalas  Feri Amsari  mengatakan ada tujuh dosa besar dari Undang Undang Omnibus Law Cipta Kerja ","direktur pusat studi konstitusi fakultas hukum universitas andalas feri amsari tujuh dosa undang undang omnibus law cipta kerja ","positive",21,0.18149097
"dellyhi_","female",481,"2020-11-03T10:22:51Z","Presiden Jokowi resmi meneken UU Cipta Kerja  Namun  berdasarkan penelusuran Tempo  masih ada salah ketik alias typo dalam omnibus law berjumlah 1 187 halaman ini   ","presiden jokowi resmi meneken uu cipta kerja berdasarkan penelusuran tempo salah ketik alias typo omnibus law halaman ","negative",24,0.23095784
"diopsycho","male",622,"2020-11-03T10:23:50Z","Yang kemarin ngotot bilang  Sudah baca belum    pas demo tolak omnibus law pada ke mana nih  Sekarang coba dong itu pertanyaan yang sama dilempar ke pemerintah"," kemarin ngotot bilang baca pas demo tolak omnibus law nih coba dilempar pemerintah","negative",26,0.11796463
"may_mayfa","female",163,"2020-11-03T10:22:45Z","RUU ini berpihak pada kesejahteraan rakyat  sekaligus memberikan kepastian penegakan hukum  ","ruu berpihak kesejahteraan rakyat kepastian penegakan hukum ","negative",12,0.01022405
"jalurnews_","male",3,"2020-11-03T10:29:04Z","RUU Omnibus Law  Resmi Diteken Presiden Joko Widodo menjadi UU ","ruu omnibus law resmi diteken presiden joko widodo uu ","positive",10,0.13329509
"NurhadiKuswant0","male",387,"2020-11-03T10:29:06Z","Jika kedepan banyak terjadi konflik agraria  maka kita tahu siapa yang telah memulainya dengan tandatangannya     "," kedepan konflik agraria memulainya tandatangannya ","positive",17,0.00614118
"LokadataID","male",511986,"2020-11-03T10:30:08Z","Presiden Joko Widodo  Senin  2 11  menandatangani omnibus law Undang Undang Cipta Kerja yang disahkan DPR pada 5 Oktober lalu  Usai diteken Jokowi  UU nomor 11 2020 tersebut bisa diakses dan diunduh publik lewat situs ","presiden joko widodo senin menandatangani omnibus law undang undang cipta kerja disahkan dpr oktober diteken jokowi uu nomor diakses diunduh publik situs ","positive",28,0.22811221
"redmonsky","male",866,"2020-11-03T10:31:05Z","Skandal Omnibus Law telah dimulai sejak deal deal pilpres 2019  percaya jokowi orang baik   kak    bangun    sadar   ","skandal omnibus law deal deal pilpres percaya jokowi orang kak bangun sadar ","positive",18,0.14595986
"Gie75614032","male",14,"2020-11-03T10:27:43Z","    wajarlah yg usul RUU OMNIBUS LAW nya kan UDUNG"," wajarlah yg usul ruu omnibus law nya udung","positive",8,0.10770684
"NurhadiKuswant0","male",387,"2020-11-03T10:30:23Z","Omnibus law adalah seruan perang negara terhadap rakyatnya  Pilihannya jadi penonton atau ikut berperang   ","omnibus law seruan perang negara rakyatnya pilihannya penonton berperang ","positive",15,0.11603004
"itsmegralt","male",151,"2020-11-03T10:29:27Z","Tengah malem geys"," malem geys","positive",3,0.00011248
"HPL0vecr4ft","male",4,"2020-11-03T10:34:46Z"," Argumen  indonesia harus mengakui LGBT   terus elu sanggah dengan hukum terkini  Jatuhnya kesesatan logika  appeal to law  yg benar adalah hukum terkini  ya hukum tidak akan berkembang donk  Rancangan UU Omnibus law karena hukum saat ini tidak mengatur itu "," argumen indonesia mengakui lgbt elu sanggah hukum terkini jatuhnya kesesatan logika appeal to law yg hukum terkini ya hukum berkembang donk rancangan uu omnibus law hukum mengatur ","negative",41,0.18886937
"Althab65537131","male",47,"2020-11-03T10:34:47Z","Dana Trilunan habis buat cari presiden  hasilnya ini         Sekretaris Negara  Mensesneg   Pratikno  mengakui kekeliruan pada naskah  omnibus law  Undang Undang Cipta Kerja  UU Ciptaker  yang telah diteken Presiden RI Jokowi pada Senin  2 11  lalu  ","dana trilunan habis cari presiden hasilnya sekretaris negara mensesneg pratikno mengakui kekeliruan naskah omnibus law undang undang cipta kerja uu ciptaker diteken presiden ri jokowi senin ","positive",28,0.15503666
"SunnyPiya3","female",73,"2020-11-03T10:34:49Z","Omnibus Law mulai berikan bukti buat Investor Antri masuk ke Indonesia  ","omnibus law bukti investor antri masuk indonesia ","positive",12,0.12059656
"ferryirawanac","male",234,"2020-11-03T10:34:22Z","Dana Trilunan habis buat cari presiden  hasilnya ini         Sekretaris Negara  Mensesneg   Pratikno  mengakui kekeliruan pada naskah  omnibus law  Undang Undang Cipta Kerja  UU Ciptaker  yang telah diteken Presiden RI Jokowi pada Senin  2 11  lalu  ","dana trilunan habis cari presiden hasilnya sekretaris negara mensesneg pratikno mengakui kekeliruan naskah omnibus law undang undang cipta kerja uu ciptaker diteken presiden ri jokowi senin ","positive",28,0.15503666
"mutiarious","male",28,"2020-11-03T10:35:00Z","Presiden Joko Widodo  Senin  2 11  menandatangani omnibus law Undang Undang Cipta Kerja yang disahkan DPR pada 5 Oktober lalu  Usai diteken Jokowi  UU nomor 11 2020 tersebut bisa diakses dan diunduh publik lewat situs ","presiden joko widodo senin menandatangani omnibus law undang undang cipta kerja disahkan dpr oktober diteken jokowi uu nomor diakses diunduh publik situs ","positive",28,0.22811221
"DimasPermana817","male",5427,"2020-11-03T10:34:09Z","Selama ini Indonesia ibarat sedang dirantai shg tdk bisa bergerak  Dg adanya Omnibus Law maka rantai tsb dibuka krn regulasi2 yg menghambat di mudahkan  Ciptakan Lowker "," indonesia dirantai shg tdk bergerak dg omnibus law rantai tsb dibuka krn regulasi yg menghambat mudahkan ciptakan lowker ","positive",28,0.12826743
"bukanjoker13","male",1,"2020-11-03T10:34:17Z","Thread     Pengesahan RUU Omnibus Law oleh DPR menuai banyak penolakan  Tak saja terkait permasalahan tenaga kerja atau lingkungan hidup  ternyata UU ini juga berdampak negatif bagi keberadaan jaminan halal ","thread pengesahan ruu omnibus law dpr menuai penolakan terkait permasalahan tenaga kerja lingkungan hidup uu berdampak negatif keberadaan jaminan halal ","negative",29,0.15000901
"akarrumputtt","male",17,"2020-11-03T10:34:31Z","UU Nomor 11 Tahun 2020 yang kontroversial resmi diundangkan  Namun ayat hilang di halaman 6 omnibus law  ambil contoh  menurut pakar hukum tak bisa lagi direvisi begitu saja  ","uu nomor kontroversial resmi diundangkan ayat hilang halaman omnibus law ambil contoh pakar hukum direvisi ","negative",25,0.12825617
"steffaniBPM","female",1807,"2020-11-03T10:35:12Z","Yang kemarin ngotot bilang  Sudah baca belum    pas demo tolak omnibus law pada ke mana nih  Sekarang coba dong itu pertanyaan yang sama dilempar ke pemerintah"," kemarin ngotot bilang baca pas demo tolak omnibus law nih coba dilempar pemerintah","negative",26,0.11796463
"GATRA_com","male",23441,"2020-11-03T10:35:05Z","Depolitisasi Menguat  Omnibus Law Bisa Jadi Titik Balik ","depolitisasi menguat omnibus law titik ","positive",8,0.10700949
"bsurdhk","male",237,"2020-11-03T10:35:17Z","Yeeesh akhirnya para buzzer bisa diam ","yeeesh buzzer diam ","positive",6,0.00012373
"akularonn","male",245,"2020-11-03T10:39:18Z"," Baca omnibus law yg udh diteken     "," baca omnibus law yg udh diteken ","negative",6,0.11066495
"videl58530077","female",189,"2020-11-03T10:39:23Z","Jika kedepan banyak terjadi konflik agraria  maka kita tahu siapa yang telah memulainya dengan tandatangannya     "," kedepan konflik agraria memulainya tandatangannya ","positive",17,0.00614118
"farrasdvp","male",33,"2020-11-03T10:38:53Z"," aakuu tidak dengaaarr        j"," aakuu dengaaarr j","negative",4,1.125e-05
"Nanang19911658","male",147,"2020-11-03T10:38:56Z","Meskipun sdh diteken oleh presiden UU Cipta kerja  Namun msh terus mendpt protes dri mahasiswa dan rakyat  Hari ini front APARAT NTB menyelenggarakan aksi tersebut"," sdh diteken presiden uu cipta kerja msh mendpt protes dri mahasiswa rakyat front aparat ntb menyelenggarakan aksi ","positive",24,0.05917351
"Akupandaendut","male",223,"2020-11-03T10:39:10Z","Presiden Jokowi resmi meneken UU Cipta Kerja  Namun  berdasarkan penelusuran Tempo  masih ada salah ketik alias typo dalam omnibus law berjumlah 1 187 halaman ini   ","presiden jokowi resmi meneken uu cipta kerja berdasarkan penelusuran tempo salah ketik alias typo omnibus law halaman ","negative",24,0.23095784
"AzzizzahNur","female",2679,"2020-11-03T10:39:58Z","Presiden Jokowi sahkan Omnibus Law    Presiden  UU Cipta Kerja RESMI BERLAKU Kalahkan Kovid ","presiden jokowi sahkan omnibus law presiden uu cipta kerja resmi berlaku kalahkan kovid ","positive",17,0.19778873
"karyawantree","female",3459,"2020-11-03T10:39:29Z"," Awal Sebagai kekisruhan Omnibus law Ciptaan Rezimulator      "," kekisruhan omnibus law ciptaan rezimulator ","positive",9,0.10715571
"papuakicau","female",1810,"2020-11-03T10:40:23Z","Jokowi Teken Omnibus Law Cipta Kerja  Ini Isi Lengkapnya       ","jokowi teken omnibus law cipta kerja isi lengkapnya ","negative",11,0.19712511
"KM_ITB","male",32840,"2020-11-03T10:39:41Z","Diskusi Publik  Pemerintahan Oligarki  Solusi dan Langkah Pembatalan Omnibus Law   Halo  massa kampus KM ITB   ","diskusi publik pemerintahan oligarki solusi langkah pembatalan omnibus law halo massa kampus km itb ","negative",14,0.10770685
"FitriaLilla","female",12,"2020-11-03T10:40:11Z","ada kelompok yang manfaatkan demo tolak Omnibuslaw  Bersatu Kalahkan Kovid "," kelompok manfaatkan demo tolak omnibuslaw bersatu kalahkan kovid ","negative",11,0.01921086
"kspsidiy_atuc","male",570,"2020-11-03T10:43:14Z","Selain menolak upah murah  buruh juga mendesak Gubernur untuk lakukan langkah langkah konkret agar Omnibus Law tidak diterapkan di Yogyakarta sehingga tidak semakin merugikan buruh DIY "," menolak upah murah buruh mendesak gubernur lakukan langkah langkah konkret omnibus law diterapkan yogyakarta merugikan buruh diy ","positive",25,0.11678364
"Rio_ramadhan_","male",894,"2020-11-03T10:43:19Z","Presiden Jokowi resmi meneken UU Cipta Kerja  Namun  berdasarkan penelusuran Tempo  masih ada salah ketik alias typo dalam omnibus law berjumlah 1 187 halaman ini   ","presiden jokowi resmi meneken uu cipta kerja berdasarkan penelusuran tempo salah ketik alias typo omnibus law halaman ","negative",24,0.23095784
"RoellyRosuli","male",3490,"2020-11-03T10:44:05Z","Presiden Jokowi sahkan Omnibus Law    Presiden  UU Cipta Kerja RESMI BERLAKU Kalahkan Kovid ","presiden jokowi sahkan omnibus law presiden uu cipta kerja resmi berlaku kalahkan kovid ","positive",17,0.19778873
"needduid","",420,"2020-11-03T10:44:06Z","beberapa bulan yang lalu aku dibully karena ngetweet soal  kenapa sih orang jelasin omnibus law pake bahasa inggris  banyak stakeholder terdampak bahkan gabisa akses pendidikan bahasa inggris yang baik  lalu aku di bully "," dibully ngetweet sih orang jelasin omnibus law pake bahasa inggris stakeholder terdampak gabisa akses pendidikan bahasa inggris bully ","negative",33,0.10939398
"indraalwis","male",421,"2020-11-03T10:44:20Z","UU Ciptaker diSAHkan picu demo  No UU blm kluar dan  blm diteken Presiden utk diundangkan ini baru awal omnibus law  sdh berani ukur tanah di Kel Jatimulya Bekasi dgn alasan utk kepentingan umum tanah bisa tdk dibayar atau dpt ganti rugi tp ala kadarnya ","uu ciptaker disahkan picu demo no uu blm kluar blm diteken presiden utk diundangkan omnibus law sdh berani ukur tanah kel jatimulya bekasi dgn alasan utk kepentingan tanah tdk dibayar dpt ganti rugi tp ala kadarnya ","negative",47,0.14299048
"Abdoel1924","male",46,"2020-11-03T10:43:55Z","Jika kedepan banyak terjadi konflik agraria  maka kita tahu siapa yang telah memulainya dengan tandatangannya     "," kedepan konflik agraria memulainya tandatangannya ","positive",17,0.00614118
"tresnowicaksono","male",777,"2020-11-03T10:43:57Z","yaelah pada permasalahkan pasal definisi gitu tiba2 kan gak berobah dari awal draft Omnibus Law muncul sampe sekarang disahkan     ","yaelah permasalahkan pasal definisi gitu gak berobah draft omnibus law muncul sampe disahkan ","negative",19,0.11099113
"RoellyRosuli","male",3490,"2020-11-03T10:44:13Z","Ya btl   stabilan politik keamanan merupakan hal yang penting bagi para pengusaha   Law  Dahlan  Jokowi Presiden Terkuat dalam 22 Tahun  ","ya btl stabilan politik keamanan pengusaha law dahlan jokowi presiden terkuat ","positive",19,0.15336077
"Sidikprabowoo","male",1214,"2020-11-03T10:42:40Z","Presiden Jokowi resmi meneken UU Cipta Kerja  Namun  berdasarkan penelusuran Tempo  masih ada salah ketik alias typo dalam omnibus law berjumlah 1 187 halaman ini   ","presiden jokowi resmi meneken uu cipta kerja berdasarkan penelusuran tempo salah ketik alias typo omnibus law halaman ","negative",24,0.23095784
"Orevon_rm","male",3,"2020-11-03T10:43:50Z","UU Nomor 11 Tahun 2020 yang kontroversial resmi diundangkan  Namun ayat hilang di halaman 6 omnibus law  ambil contoh  menurut pakar hukum tak bisa lagi direvisi begitu saja  ","uu nomor kontroversial resmi diundangkan ayat hilang halaman omnibus law ambil contoh pakar hukum direvisi ","negative",25,0.12825617
"yusuf24s","male",1885,"2020-11-03T10:43:26Z","  tweet sematan lau keren bang  tapi masa akun ginian angkat isu omnibus law lu grecokin juga "," tweet sematan lau keren bang akun ginian angkat isu omnibus law lu grecokin ","negative",14,0.10658208
"lxtpi","female",2097,"2020-11-03T10:44:27Z","   kayanya faktor pengesahan omnibus law"," kayanya faktor pengesahan omnibus law","positive",5,0.10721195
"theEXbi","male",446,"2020-11-03T10:47:18Z","  Baca lagi yang teliti  Kalo omnibus law yg sekarang pasal 5 itu general ke semua UU  kalo misal Udah ditulis nomor UU jadi ga general dan ketika UU itu diganti UU baru jadi rancu"," baca teliti kalo omnibus law yg pasal general uu kalo udah ditulis nomor uu ga general uu diganti uu rancu","positive",33,0.11268953
"elmaliadian","female",418,"2020-11-03T10:48:57Z","Presiden Jokowi resmi meneken UU Cipta Kerja  Namun  berdasarkan penelusuran Tempo  masih ada salah ketik alias typo dalam omnibus law berjumlah 1 187 halaman ini   ","presiden jokowi resmi meneken uu cipta kerja berdasarkan penelusuran tempo salah ketik alias typo omnibus law halaman ","negative",24,0.23095784
"AnissaCha_","female",368,"2020-11-03T10:47:24Z","Presiden Jokowi resmi meneken UU Cipta Kerja  Namun  berdasarkan penelusuran Tempo  masih ada salah ketik alias typo dalam omnibus law berjumlah 1 187 halaman ini   ","presiden jokowi resmi meneken uu cipta kerja berdasarkan penelusuran tempo salah ketik alias typo omnibus law halaman ","negative",24,0.23095784
"ahsan_wahid","male",818,"2020-11-03T10:46:30Z","Direktur Pusat Studi Konstitusi Fakultas Hukum Universitas Andalas  Feri Amsari  mengatakan ada tujuh dosa besar dari Undang Undang Omnibus Law Cipta Kerja ","direktur pusat studi konstitusi fakultas hukum universitas andalas feri amsari tujuh dosa undang undang omnibus law cipta kerja ","positive",21,0.18149097
"pantausatuid","female",27,"2020-11-03T10:49:29Z","UU Cipta Kerja Resmi Diteken Presiden Jokowi  Netizen  Bandar Rugi Besar  Duit Keluar Banyak Tujuan Gagal  ","uu cipta kerja resmi diteken presiden jokowi netizen bandar rugi duit tujuan gagal ","negative",16,0.11274576
"irwan_nh93","male",763,"2020-11-03T10:47:54Z"," Thread    Law  UU  Cipta Kerja Resmi Diteken Presiden Joko Widodo pada Senin  2 11 2020     "," thread law uu cipta kerja resmi diteken presiden joko widodo senin ","positive",15,0.19762002
"fabiolafemy","male",160,"2020-11-03T10:48:10Z","Omnibus law adalah seruan perang negara terhadap rakyatnya  Pilihannya jadi penonton atau ikut berperang   ","omnibus law seruan perang negara rakyatnya pilihannya penonton berperang ","positive",15,0.11603004
"Devinagraciaa","female",28,"2020-11-03T10:47:59Z","Auk ah bohuat","auk ah bohuat","positive",1,1.125e-05
"ajeng_cute16","female",2404,"2020-11-03T10:51:21Z","Calon Wali Kota Medan nomor urut 01  Akhyar Nasution menyatakan menolak UU Omnibus Law Cipta Kerja karena dianggap merugikan kaum buruh  Akhyar itu mendapat dukungan dari DPC Konfederasi Serikat Pekerja Seluruh Indonesia  K SPSI  Kota Medan ","calon wali kota medan nomor urut akhyar nasution menolak uu omnibus law cipta kerja dianggap merugikan kaum buruh akhyar dukungan dpc konfederasi serikat pekerja indonesia k spsi kota medan ","positive",34,0.18863322
"FitriaLilla","female",12,"2020-11-03T10:51:21Z","jangan sampai termakan hoax ya teman   Bersatu Kalahkan Kovid "," termakan hoax ya teman bersatu kalahkan kovid ","positive",10,0.01609529
"pejalantidur","male",48,"2020-11-03T10:51:49Z","Apa energi  kekesalan  dan kemarahan rakyat indonesia sudah diforsir sehabis habisnya di Demo Omnibus Law tempo lalu  tiba puncaknya  ketika giliran Jokowi meneken UU tersebut  kita tidak punya lagi tenaga untuk melawan  atau semua ini mmg hanya politis "," energi kekesalan kemarahan rakyat indonesia diforsir sehabis habisnya demo omnibus law tempo puncaknya giliran jokowi meneken uu tenaga melawan mmg politis ","negative",38,0.15194358
"BotakPahlawan","male",92,"2020-11-03T10:52:48Z","mulai terbuktikan Omnibus Law buat Investor Antri masuk ke Indonesia  indonesia pun semakin maju dan jaya   "," terbuktikan omnibus law investor antri masuk indonesia indonesia maju jaya ","positive",17,0.13032571
"Kaleyo10","female",43,"2020-11-03T10:52:13Z","mulai terbuktikan Omnibus Law buat Investor Antri masuk ke Indonesia  indonesia pun semakin maju dan jaya   "," terbuktikan omnibus law investor antri masuk indonesia indonesia maju jaya ","positive",17,0.13032571
"HafidzSyarwan","male",16,"2020-11-03T10:53:08Z","Kabar terbaru  Jokowi resmi menandatangani omnibus law UU Cipta Kerja pada Senin  2 11   Peraturan itu bernomor UU Nomor 11 Tahun 2020  Tebalnya 1 187 halaman ","kabar terbaru jokowi resmi menandatangani omnibus law uu cipta kerja senin peraturan bernomor uu nomor tebalnya halaman ","negative",21,0.22699871
"FitriaLilla","female",12,"2020-11-03T10:52:51Z","Omnibus Law sebagai upaya memangkas tumpang tindih regulasi   Bersatu Kalahkan Kovid ","omnibus law upaya memangkas tumpang tindih regulasi bersatu kalahkan kovid ","negative",12,0.12755882
"irfantians","male",407,"2020-11-03T10:52:07Z","  Hidup omnibus law"," hidup omnibus law","positive",3,0.10682952
"yooiiputt","",44,"2020-11-03T10:57:55Z","wah bis ini cair dong duit dari cukong  nya"," bis cair duit cukong nya","positive",9,0.00167589
"Chaterinee_08","female",24207,"2020-11-03T10:57:58Z","Ada kelompok yang berharap mendapatkan keberuntungan dibalik demo Omnibuslaw Kalahkan Kovid"," kelompok berharap keberuntungan dibalik demo omnibuslaw kalahkan kovid","negative",13,0.01751248
"LingBin11","female",91,"2020-11-03T10:56:39Z","Dana Trilunan habis buat cari presiden  hasilnya ini         Sekretaris Negara  Mensesneg   Pratikno  mengakui kekeliruan pada naskah  omnibus law  Undang Undang Cipta Kerja  UU Ciptaker  yang telah diteken Presiden RI Jokowi pada Senin  2 11  lalu  ","dana trilunan habis cari presiden hasilnya sekretaris negara mensesneg pratikno mengakui kekeliruan naskah omnibus law undang undang cipta kerja uu ciptaker diteken presiden ri jokowi senin ","positive",28,0.15503666
"FitriaLilla","female",12,"2020-11-03T10:56:10Z","Omnibuslaw memangkas birokrasi   Bersatu Kalahkan Kovid ","omnibuslaw memangkas birokrasi bersatu kalahkan kovid ","positive",7,0.01880595
"idntimes","male",404005,"2020-11-03T10:56:13Z","Jokowi Teken Omnibus Law Cipta Kerja  Ini Isi Lengkapnya  ","jokowi teken omnibus law cipta kerja isi lengkapnya ","negative",9,0.19513429
"ajengjetjet","",375,"2020-11-03T10:57:02Z","Di balik keuntungan berlipat ganda korporasi raksasa pasca disahkannya UU Minerba dan Omnibus Law  ada warga yang dikriminalisasi dan nyawa anak anak yang tewas tenggelam di lubang tambang   "," keuntungan berlipat ganda korporasi raksasa pasca disahkannya uu minerba omnibus law warga dikriminalisasi nyawa anak anak tewas tenggelam lubang tambang ","positive",26,0.10987763
"Chaterinee_08","female",24207,"2020-11-03T10:57:13Z","Omnibus law suatu trobosan hukum agar indonesia lebih tidak kalah saing dengan negara lainya  Kalahkan Kovid ","omnibus law trobosan hukum indonesia kalah saing negara lainya kalahkan kovid ","positive",18,0.13975119
"KompasTV","male",3190727,"2020-11-03T11:02:00Z","Serikat pekerja Indonesia hari ini resmi mendaftarkan gugatan uji materi Undang Undang Cipta Kerja Omnibus Law kepada Mahkama Konstitusi  Hal ini dikonfirmasi oleh Presiden Konfederasi Serikat Pekerja Indonesia  Said Iqbal  di   ","serikat pekerja indonesia resmi mendaftarkan gugatan uji materi undang undang cipta kerja omnibus law mahkama konstitusi dikonfirmasi presiden konfederasi serikat pekerja indonesia said iqbal ","negative",30,0.21833804
"VIVAcoid","male",4241198,"2020-11-03T11:02:02Z","Jurus Ampuh Jenderal TNI Pengawal Gerakan Buruh Penolak UU Omnibus Law  ","jurus ampuh jenderal tni pengawal gerakan buruh penolak uu omnibus law ","positive",11,0.05718272
"bangdh0n","male",124,"2020-11-03T11:02:45Z","Peneliti INDEF  UU Cipta Kerja Omnibus Law beri kemudahan perizinan perusahaan startup startup khususnya bidang ekonomi digital ","peneliti indef uu cipta kerja omnibus law kemudahan perizinan perusahaan startup startup bidang ekonomi digital ","positive",18,0.1844266
